"","Genus","Species","Indiv","Pos","SL","CBL_raw","alpha_Pos_raw","d_raw","D_Pos_raw","alpha_Ant_raw","D_Ant_raw","CBL","alpha_Pos","d","D_Pos","alpha_Ant","D_Ant","Pt1x","Pt1y","Pt2x","Pt2y","Pt3x","Pt3y","Pt4x","Pt4y","Pt5x","Pt5y","Pt6x","Pt6y","Pt7x","Pt7y","Body.Shape","Habitat_Initial","Habitat_Friedman","Habitat_FishBase","Habitat","Water_Type","Max_BW_mm","BW_slide","Max_BH_mm","BH_slide","d_BW","D_Pos_BW","D_Ant_BW","SL.Max_BW","d_normCBL","Scan.Media.Number","DOI","ARK","URL","Website","Scan.Source","FullName","Family","MatchSpecies","Tip"
"178","Malacocottus","zonurus",1,80,1030,28.19,1.32,3.62,16.4,1.28,17.5,0.0274,75.761,0.0035,0.0159,73.2983,0.017,885.509,-234.803,886.57,-251.173,863.034,-236.308,864.626,-253.739,875.556,-244.092,875.556,-245.778,875.418,-242.158,"","","benthic","bathydemersal","benthic","marine",263.801,451,338.396,470,0.013732433,0.062184554,0.066351337,3.904458285,0.128507956,"M15588-31975","","ark:/87602/m4/M31975","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15588","Morphosource","Oregon State University Ichthyology Collection","Psychrolutidae_Malacocottus_zonurus_E00253","Psychrolutidae","zonurus",1289
"179","Malacocottus","zonurus",1,90,1030,28.69,1.19,3.41,15.37,1.27,17.7,0.0279,68.0223,0.0033,0.0149,72.5989,0.0172,1003.45,-224.767,1004.03,-240.131,979.435,-225.416,981.31,-243.016,992.387,-233.35,992.523,-234.802,992.251,-231.4,"","","benthic","bathydemersal","benthic","marine",263.801,451,338.396,470,0.012937238,0.058282356,0.067094491,3.904458285,0.118949834,"M15588-31975","","ark:/87602/m4/M31975","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/15588","Morphosource","Oregon State University Ichthyology Collection","Psychrolutidae_Malacocottus_zonurus_E00253","Psychrolutidae","zonurus",1289
"180","Ctenochaetus","strigosus",1,40,1107,39.93,1.05,3.73,22.37,1.31,22.16,0.0361,60.0955,0.0034,0.0202,75.2856,0.02,984.871,223.319,979.801,201.533,1017.89,216.057,1012.55,194.545,1001.37,209.122,1001.06,207.444,1001.94,211.069,"","","demersal","reef associated","demersal","marine",191.402,999,675.628,968,0.019489268,0.116864832,0.115802742,5.783638624,0.093430417,"M36900-67763","","ark:/87602/m4/M67763","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/36900","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Acanthuridae_Ctenochaetus_strigosus_E00050","Acanthuridae","strigosus",1603
"181","Ctenochaetus","strigosus",1,50,1107,43.94,0.91,1.44,19.47,1.03,21.75,0.0397,52.3972,0.0013,0.0176,59.1352,0.0196,839.631,254.43,835.775,235.342,878.192,247.489,873.372,226.28,856.909,240.162,856.837,239.448,857.052,240.876,"","","demersal","reef associated","demersal","marine",191.402,999,675.628,968,0.007544825,0.101741801,0.113634165,5.783638624,0.032863836,"M36900-67763","","ark:/87602/m4/M67763","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/36900","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Acanthuridae_Ctenochaetus_strigosus_E00050","Acanthuridae","strigosus",1603
"182","Ctenochaetus","strigosus",1,60,1107,46.86,1.1,2.64,24.82,0.88,19.7,0.0423,63.0501,0.0024,0.0224,50.1691,0.0178,722.032,272.934,719.494,248.245,763.104,265.55,760.4,246.035,740.893,258.574,740.893,257.345,741.068,259.979,"","","demersal","reef associated","demersal","marine",191.402,999,675.628,968,0.013791951,0.12967006,0.102932271,5.783638624,0.056336475,"M36900-67763","","ark:/87602/m4/M67763","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/36900","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Acanthuridae_Ctenochaetus_strigosus_E00050","Acanthuridae","strigosus",1603
"183","Ctenochaetus","strigosus",1,70,1107,48.6,1.08,1.5,24.7,1.04,24.42,0.0439,61.7847,0.0014,0.0223,59.6804,0.0221,637.858,281.412,635.833,256.794,679.77,277.517,677.433,253.211,657.391,267.114,657.391,266.335,657.511,267.832,"","","demersal","reef associated","demersal","marine",191.402,999,675.628,968,0.007846323,0.129053744,0.127574904,5.783638624,0.030904434,"M36900-67763","","ark:/87602/m4/M67763","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/36900","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Acanthuridae_Ctenochaetus_strigosus_E00050","Acanthuridae","strigosus",1603
"184","Ctenochaetus","strigosus",1,80,1107,51.85,1.01,2.18,25.74,1.06,25.56,0.0468,57.9977,0.002,0.0232,60.8763,0.0231,542.48,287.331,541.676,261.606,587.699,285.12,586.292,259.596,565.267,273.363,565.267,272.107,565.267,274.283,"","","demersal","reef associated","demersal","marine",191.402,999,675.628,968,0.011368742,0.13446861,0.133555296,5.783638624,0.041964879,"M36900-67763","","ark:/87602/m4/M67763","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/36900","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Acanthuridae_Ctenochaetus_strigosus_E00050","Acanthuridae","strigosus",1603
"185","Ctenochaetus","strigosus",1,90,1107,50.92,1.09,3.06,25.28,0.96,24.97,0.046,62.3254,0.0028,0.0228,55.0759,0.0226,388.36,286.446,389.238,261.183,433.668,287.863,433.505,262.892,409.695,274.147,409.539,272.657,409.539,275.715,"","","demersal","reef associated","demersal","marine",191.402,999,675.628,968,0.015976845,0.132068905,0.130466411,5.783638624,0.060054808,"M36900-67763","","ark:/87602/m4/M67763","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/36900","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Acanthuridae_Ctenochaetus_strigosus_E00050","Acanthuridae","strigosus",1603
"186","Malacosteus","niger",1,20,1651,43.63,1.38,5.2,28.73,1.3,25.38,0.0264,79.2194,0.0032,0.0174,74.3473,0.0154,1474.5,102.992,1476.19,74.3081,1509.1,102.603,1509.71,77.2299,1492.7,88.962,1492.89,86.5923,1492.5,91.78,"","","pelagic","bathypelagic","pelagic","marine",171.924,1227,350.33,1368,0.030259528,0.16712991,0.147625878,9.603080431,0.119242262,"M39122-70870","","ark:/87602/m4/M70870","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39122","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Stomiidae_Malacosteus_niger_E00783","Stomiidae","niger",507
"187","Malacosteus","niger",1,30,1651,45.03,1.38,5.53,30.05,1.34,28.19,0.0273,79.2381,0.0034,0.0182,76.9424,0.0171,1326.77,92.6875,1327.61,62.647,1362.71,94.2064,1363.05,66.0224,1345.34,77.7051,1345.41,75.1474,1345.2,80.6777,"","","pelagic","bathypelagic","pelagic","marine",171.924,1227,350.33,1368,0.032190303,0.174799573,0.163944829,9.603080431,0.122915375,"M39122-70870","","ark:/87602/m4/M70870","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39122","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Stomiidae_Malacosteus_niger_E00783","Stomiidae","niger",507
"188","Malacosteus","niger",1,40,1651,45.91,1.43,5.73,31.27,1.44,28.88,0.0278,82.1526,0.0035,0.0189,82.7558,0.0175,1143.39,88.7329,1143.39,57.462,1177.37,87.4565,1178.01,58.5788,1161.31,72.3391,1161.28,70.052,1161.26,75.7849,"","","pelagic","bathypelagic","pelagic","marine",171.924,1227,350.33,1368,0.033345751,0.181887927,0.168009069,9.603080431,0.124870788,"M39122-70870","","ark:/87602/m4/M70870","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39122","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Stomiidae_Malacosteus_niger_E00783","Stomiidae","niger",507
"189","Malacosteus","niger",1,50,1651,45.8,1.52,6.47,31.64,1.51,31.04,0.0277,87.1677,0.0039,0.0192,86.3095,0.0188,995.904,88.094,996.201,56.4596,1029.17,87.6485,1029.17,56.6081,1012.64,71.2736,1012.71,68.2916,1012.64,74.7646,"","","pelagic","bathypelagic","pelagic","marine",171.924,1227,350.33,1368,0.037652559,0.184010343,0.180547219,9.603080431,0.141328397,"M39122-70870","","ark:/87602/m4/M70870","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39122","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Stomiidae_Malacosteus_niger_E00783","Stomiidae","niger",507
"190","Malacosteus","niger",1,60,1651,45.7,1.5,3.99,31.41,1.57,31.69,0.0277,86.0482,0.0024,0.019,89.6855,0.0192,815.27,84.8594,816.218,53.4609,847.887,85.8067,849.105,54.1376,832.566,69.6405,832.566,67.9604,832.47,71.9446,"","","pelagic","bathypelagic","pelagic","marine",171.924,1227,350.33,1368,0.023180919,0.182713338,0.184340253,9.603080431,0.087203871,"M39122-70870","","ark:/87602/m4/M70870","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39122","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Stomiidae_Malacosteus_niger_E00783","Stomiidae","niger",507
"191","Malacosteus","niger",1,70,1651,43.77,1.35,4.61,25.77,1.42,29.97,0.0265,77.3816,0.0028,0.0156,81.4271,0.0182,641.139,76.1911,640.84,50.419,674.703,77.5396,674.254,47.5721,657.065,62.6402,657.065,60.5161,657.004,65.1285,"","","pelagic","bathypelagic","pelagic","marine",171.924,1227,350.33,1368,0.026830479,0.149914116,0.174326234,9.603080431,0.105391798,"M39122-70870","","ark:/87602/m4/M70870","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39122","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Stomiidae_Malacosteus_niger_E00783","Stomiidae","niger",507
"192","Malacosteus","niger",1,80,1651,42.2,1.2,5.01,23.47,1.26,24.58,0.0256,68.615,0.003,0.0142,71.9536,0.0149,507.962,75.9508,508.206,52.4772,541.95,76.1953,542.439,51.6214,525.268,63.6005,525.236,61.3311,525.197,66.3391,"","","pelagic","bathypelagic","pelagic","marine",171.924,1227,350.33,1368,0.029130033,0.136542124,0.142962965,9.603080431,0.118685141,"M39122-70870","","ark:/87602/m4/M70870","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39122","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Stomiidae_Malacosteus_niger_E00783","Stomiidae","niger",507
"193","Malacosteus","niger",1,90,1651,33.53,0.85,3.17,12.26,0.78,12.96,0.0203,48.4951,0.0019,0.0074,44.4617,0.0079,329.095,75.9757,328.92,63.7133,357.824,71.9466,358,58.9835,342.409,67.9175,342.382,66.2794,342.382,69.4542,"","","pelagic","bathypelagic","pelagic","marine",171.924,1227,350.33,1368,0.018466299,0.071331802,0.075407126,9.603080431,0.094686494,"M39122-70870","","ark:/87602/m4/M70870","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/39122","Morphosource","Yale Peabody Museum, New Haven, CT, USA","Stomiidae_Malacosteus_niger_E00783","Stomiidae","niger",507
"194","Serrasalmus","rhombeus",1,40,913,28.62,1.34,1.37,19.19,1.57,19.02,0.0314,76.8062,0.0015,0.021,90.1747,0.0208,377.198,-48.1348,378.422,-67.2811,355.604,-49.3588,356.915,-68.3302,365.723,-58.2961,365.795,-58.9443,365.675,-57.5759,"","","benthopelagic","benthopelagic","demersal","freshwater",142.48,398,522.443,538,0.009641013,0.134653176,0.133468864,6.407916901,0.04799182,"M16143-30057","","ark:/87602/m4/M30057","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16143","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Serrasalmidae_Serrasalmus_rhombeus_P1_A02_RG27","Serrasalmidae","rhombeus",427
"195","Serrasalmus","rhombeus",1,50,913,25.21,1.46,1.54,17.88,1.48,16.52,0.0276,83.8941,0.0017,0.0196,84.672,0.0181,464.231,-44.8076,464.964,-62.6732,445.083,-45.8154,446.09,-62.3067,454.652,-53.9377,454.682,-54.6019,454.622,-53.0622,"","","benthopelagic","benthopelagic","demersal","freshwater",142.48,398,522.443,538,0.010814631,0.125495723,0.11596025,6.407916901,0.061132375,"M16143-30057","","ark:/87602/m4/M30057","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16143","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Serrasalmidae_Serrasalmus_rhombeus_P1_A02_RG27","Serrasalmidae","rhombeus",427
"196","Serrasalmus","rhombeus",1,60,913,25.11,1.55,1.67,17.45,1.58,18.51,0.0275,89.0456,0.0018,0.0191,90.2611,0.0203,559.47,-41.8929,559.911,-59.3365,541.322,-41.3643,541.939,-59.8651,550.832,-51.0871,550.861,-51.8331,550.832,-50.1622,"","","benthopelagic","benthopelagic","demersal","freshwater",142.48,398,522.443,538,0.011729026,0.12246753,0.129920589,6.407916901,0.066562531,"M16143-30057","","ark:/87602/m4/M30057","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16143","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Serrasalmidae_Serrasalmus_rhombeus_P1_A02_RG27","Serrasalmidae","rhombeus",427
"197","Serrasalmus","rhombeus",1,70,913,25.39,1.63,1.8,18.24,1.62,18.69,0.0278,93.53,0.002,0.02,92.9137,0.0205,654.187,-42.4947,653.334,-60.7185,636.506,-41.6416,636.118,-60.3308,645.19,-51.2852,645.19,-52.1196,645.19,-50.3174,"","","benthopelagic","benthopelagic","demersal","freshwater",142.48,398,522.443,538,0.012648793,0.128044303,0.131198955,6.407916901,0.070982731,"M16143-30057","","ark:/87602/m4/M30057","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16143","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Serrasalmidae_Serrasalmus_rhombeus_P1_A02_RG27","Serrasalmidae","rhombeus",427
"198","Serrasalmus","rhombeus",1,80,913,23.97,1.63,2.79,16.74,1.54,16.92,0.0263,93.5196,0.0031,0.0183,88.5188,0.0185,747.907,-48.5433,745.781,-65.1464,731.141,-47.1529,729.587,-64.0013,738.972,-56.7034,738.936,-58.0261,738.972,-55.2378,"","","benthopelagic","benthopelagic","demersal","freshwater",142.48,398,522.443,538,0.019571395,0.117480783,0.118752907,6.407916901,0.116333127,"M16143-30057","","ark:/87602/m4/M30057","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16143","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Serrasalmidae_Serrasalmus_rhombeus_P1_A02_RG27","Serrasalmidae","rhombeus",427
"199","Serrasalmus","rhombeus",1,90,913,21.18,1.6,1.47,15.56,1.59,15.91,0.0232,91.6776,0.0016,0.017,90.8642,0.0174,840.546,-64.4174,837.824,-79.7383,825.77,-60.3733,822.814,-76.0053,831.877,-70.1555,831.678,-70.8337,831.997,-69.3976,"","","benthopelagic","benthopelagic","demersal","freshwater",142.48,398,522.443,538,0.010324979,0.109214097,0.111658015,6.407916901,0.069448599,"M16143-30057","","ark:/87602/m4/M30057","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16143","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Serrasalmidae_Serrasalmus_rhombeus_P1_A02_RG27","Serrasalmidae","rhombeus",427
"200","Pimelodella","cristata",1,30,1379,29.37,1.66,0,21.55,1.6,21.7,0.0213,95.333,0,0.0156,91.8185,0.0157,1345.48,254.938,1344.43,233.418,1365.43,254.764,1365.08,233.068,1354.75,243.566,1354.75,243.566,1354.75,243.566,"","","demersal","demersal","demersal","freshwater",207.474,1321,299.878,1265,0,0.103847231,0.104585745,6.646615962,0,"M33358-61964","","ark:/87602/m4/M61964","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/33358","Morphosource","Cornell University Museum of Vertebrates, Ithaca, NY, USA","Heptapteridae_Pimelodella_cristata_P02_E03_RG87","Heptapteridae","cristata",332
"201","Pimelodella","cristata",1,40,1379,34.72,1.26,0,20.83,1.27,19.81,0.0252,72.0167,0,0.0151,72.6544,0.0144,1226.85,268.941,1223.57,248.369,1253.5,264.733,1251.98,244.98,1239.35,256.318,1239.35,256.318,1239.35,256.318,"","","demersal","demersal","demersal","freshwater",207.474,1321,299.878,1265,0,0.100406994,0.095488572,6.646615962,0,"M33358-61964","","ark:/87602/m4/M61964","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/33358","Morphosource","Cornell University Museum of Vertebrates, Ithaca, NY, USA","Heptapteridae_Pimelodella_cristata_P02_E03_RG87","Heptapteridae","cristata",332
"202","Pimelodella","cristata",1,50,1379,37.23,1.25,1.52,20.43,1.23,21.87,0.027,71.6426,0.0011,0.0148,70.3793,0.0159,1081.54,285.927,1080.48,265.523,1110.62,284.41,1110.5,262.537,1095.07,274.169,1095.07,273.789,1094.95,275.307,"","","demersal","demersal","demersal","freshwater",207.474,1321,299.878,1265,0.007339405,0.098477473,0.105426845,6.646615962,0.040905186,"M33358-61964","","ark:/87602/m4/M61964","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/33358","Morphosource","Cornell University Museum of Vertebrates, Ithaca, NY, USA","Heptapteridae_Pimelodella_cristata_P02_E03_RG87","Heptapteridae","cristata",332
"203","Pimelodella","cristata",1,60,1379,36.2,1.29,2.11,22.74,1.32,21.69,0.0263,74.06,0.0015,0.0165,75.4012,0.0157,959.507,286.111,960.144,263.384,988.394,287.28,989.35,265.614,974.874,275.519,974.874,274.305,974.793,276.409,"","","demersal","demersal","demersal","freshwater",207.474,1321,299.878,1265,0.010148542,0.109584455,0.104529152,6.646615962,0.05815813,"M33358-61964","","ark:/87602/m4/M61964","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/33358","Morphosource","Cornell University Museum of Vertebrates, Ithaca, NY, USA","Heptapteridae_Pimelodella_cristata_P02_E03_RG87","Heptapteridae","cristata",332
"204","Pimelodella","cristata",1,70,1379,34.86,1.3,0.96,20.45,1.31,21.62,0.0253,74.2281,7e-04,0.0148,74.8521,0.0157,810.239,280.428,810.529,259.984,837.643,281.443,838.368,259.839,823.885,270.686,823.821,270.304,823.885,271.259,"","","demersal","demersal","demersal","freshwater",207.474,1321,299.878,1265,0.004613311,0.098547561,0.104187327,6.646615962,0.027457558,"M33358-61964","","ark:/87602/m4/M61964","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/33358","Morphosource","Cornell University Museum of Vertebrates, Ithaca, NY, USA","Heptapteridae_Pimelodella_cristata_P02_E03_RG87","Heptapteridae","cristata",332
"205","Pimelodella","cristata",1,80,1379,33.55,1.26,0.59,19.84,1.28,19.84,0.0243,72.041,4e-04,0.0144,73.2473,0.0144,664.839,283.761,664.458,263.927,691.635,283.285,691.54,263.45,678.28,274.233,678.28,273.976,678.28,274.562,"","","demersal","demersal","demersal","freshwater",207.474,1321,299.878,1265,0.00282445,0.095615157,0.095603437,6.646615962,0.017467418,"M33358-61964","","ark:/87602/m4/M61964","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/33358","Morphosource","Cornell University Museum of Vertebrates, Ithaca, NY, USA","Heptapteridae_Pimelodella_cristata_P02_E03_RG87","Heptapteridae","cristata",332
"206","Pimelodella","cristata",1,90,1379,32.78,1.27,0.55,16.81,1.1,18.86,0.0238,72.7102,4e-04,0.0122,63.1004,0.0137,524.183,287.942,523.299,271.152,550.595,286.862,550.203,268.01,535.15,279.021,535.15,278.794,535.104,279.339,"","","demersal","demersal","demersal","freshwater",207.474,1321,299.878,1265,0.002636175,0.081037891,0.090884039,6.646615962,0.016686687,"M33358-61964","","ark:/87602/m4/M61964","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/33358","Morphosource","Cornell University Museum of Vertebrates, Ithaca, NY, USA","Heptapteridae_Pimelodella_cristata_P02_E03_RG87","Heptapteridae","cristata",332
"207","Polypterus","senegalus",1,20,1129,29.27,1.5,0,19.09,1.59,21.27,0.0259,86.1241,0,0.0169,91.2313,0.0188,241.737,-52.436,245.48,-71.1516,222,-55.1583,224.723,-76.2559,233.57,-63.6654,233.57,-63.6654,233.57,-63.6654,"","","demersal","demersal","demersal","freshwater",143.975,414,165.287,594,0,0.132566198,0.147752031,7.841639173,0,"M16753-31097","","ark:/87602/m4/M31097","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16753","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Polypteridae_Polypterus_senegalus_G01446","Polypteridae","senegalus",12
"208","Polypterus","senegalus",1,30,1129,28.33,1.5,0,21.1,1.63,18.45,0.0251,86.1244,0,0.0187,93.2788,0.0163,354.671,-22.6273,360.285,-42.9618,336.332,-28.7401,339.95,-46.8291,346.687,-36.1005,346.687,-36.1005,346.687,-36.1005,"","","demersal","demersal","demersal","freshwater",143.975,414,165.287,594,0,0.146520116,0.1281283,7.841639173,0,"M16753-31097","","ark:/87602/m4/M31097","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16753","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Polypteridae_Polypterus_senegalus_G01446","Polypteridae","senegalus",12
"209","Polypterus","senegalus",1,40,1129,29.44,1.42,0.65,21.2,1.72,20.21,0.0261,81.1097,6e-04,0.0188,98.3547,0.0179,458.744,-1.13256,461.846,-22.101,437.668,-4.87693,441.199,-24.7756,448.103,-13.79,448.153,-14.0409,448.153,-13.3885,"","","demersal","demersal","demersal","freshwater",143.975,414,165.287,594,0.004531342,0.147224503,0.140368315,7.841639173,0.022158961,"M16753-31097","","ark:/87602/m4/M31097","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16753","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Polypteridae_Polypterus_senegalus_G01446","Polypteridae","senegalus",12
"210","Polypterus","senegalus",1,50,1129,29.39,1.46,1.29,20.11,1.61,20.2,0.026,83.4241,0.0011,0.0178,92.0617,0.0179,569.341,6.20798,569.003,-13.8988,548.214,6.0919,548.098,-14.106,557.897,-4.15434,557.951,-4.69091,557.951,-3.40314,"","","demersal","demersal","demersal","freshwater",143.975,414,165.287,594,0.0089444,0.139674393,0.140289864,7.841639173,0.043812782,"M16753-31097","","ark:/87602/m4/M31097","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16753","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Polypteridae_Polypterus_senegalus_G01446","Polypteridae","senegalus",12
"211","Polypterus","senegalus",1,60,1129,29.38,1.49,0.96,19.98,1.43,18.96,0.026,85.1025,8e-04,0.0177,81.6991,0.0168,681.134,-2.29834,678.012,-22.0354,659.502,0.266359,656.602,-18.4671,668.992,-9.62909,668.936,-10.1828,669.102,-9.24149,"","","demersal","demersal","demersal","freshwater",143.975,414,165.287,594,0.006638896,0.138791129,0.131665878,7.841639173,0.03253233,"M16753-31097","","ark:/87602/m4/M31097","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16753","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Polypteridae_Polypterus_senegalus_G01446","Polypteridae","senegalus",12
"212","Polypterus","senegalus",1,70,1129,29.67,1.38,0,19.54,1.51,18.38,0.0263,79.1541,0,0.0173,86.5226,0.0163,814.517,-30.3751,807.573,-48.6432,793.471,-24.8199,787.275,-42.1265,799.561,-36.7849,799.561,-36.7849,799.561,-36.7849,"","","demersal","demersal","demersal","freshwater",143.975,414,165.287,594,0,0.13574129,0.127677002,7.841639173,0,"M16753-31097","","ark:/87602/m4/M31097","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16753","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Polypteridae_Polypterus_senegalus_G01446","Polypteridae","senegalus",12
"213","Polypterus","senegalus",1,80,1129,28.02,1.4,0.92,17.72,1.39,18.47,0.0248,80.3423,8e-04,0.0157,79.722,0.0164,921.349,-71.0378,913.98,-87.1562,901.914,-61.7351,894.362,-78.5904,907.796,-75.5373,907.667,-75.9243,907.861,-75.0214,"","","demersal","demersal","demersal","freshwater",143.975,414,165.287,594,0.006414354,0.123097809,0.128284834,7.841639173,0.032954229,"M16753-31097","","ark:/87602/m4/M31097","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16753","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Polypteridae_Polypterus_senegalus_G01446","Polypteridae","senegalus",12
"214","Polypterus","senegalus",1,90,1129,25.56,1.33,0,15.92,1.4,16.49,0.0226,76.0236,0,0.0141,80.473,0.0146,1036.38,-138.671,1028.04,-152.227,1020.33,-127.618,1010.94,-141.173,1023.66,-139.922,1023.66,-139.922,1023.66,-139.922,"","","demersal","demersal","demersal","freshwater",143.975,414,165.287,594,0,0.110547337,0.114531672,7.841639173,0,"M16753-31097","","ark:/87602/m4/M31097","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/16753","Morphosource","The Field Museum of Natural History, Chicago, IL, USA","Polypteridae_Polypterus_senegalus_G01446","Polypteridae","senegalus",12
"215","Hypomesus","pretiosus",1,20,1637,23.95,1.54,5.83,17.48,1.88,18.19,0.0146,88.2164,0.0036,0.0107,107.5986,0.0111,379.952,-76.3209,380.398,-93.7962,364.308,-76.6835,364.795,-94.8661,371.16,-84.8871,371.16,-87.5707,371.16,-81.7454,"","","demersal","benthopelagic","demersal","marine",163.344,788.5,301.824,638.5,0.035662773,0.107019483,0.111354691,10.0217945,0.24321556,"M44005-79871","","ark:/87602/m4/M79871","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44005","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Osmeridae_Hypomesus_pretiosus_G01333","Osmeridae","pretiosus",475
"216","Hypomesus","pretiosus",1,30,1637,24.44,1.48,3.58,18.6,1.78,16.07,0.0149,84.767,0.0022,0.0114,102.015,0.0098,542.577,-79.1365,543.479,-97.7123,525.985,-81.7515,526.796,-97.8024,532.883,-89.3652,532.951,-91.0332,532.803,-87.4606,"","","demersal","benthopelagic","demersal","marine",163.344,788.5,301.824,638.5,0.021890392,0.113855952,0.098389751,10.0217945,0.146286364,"M44005-79871","","ark:/87602/m4/M79871","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44005","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Osmeridae_Hypomesus_pretiosus_G01333","Osmeridae","pretiosus",475
"217","Hypomesus","pretiosus",1,40,1637,27.15,1.56,7.95,18.44,1.69,21.04,0.0166,89.3107,0.0049,0.0113,96.8346,0.0129,717.821,-97.0767,721.532,-115.144,699.265,-99.9088,703.953,-120.418,710.915,-109.325,711.76,-112.583,710.231,-104.779,"","","demersal","benthopelagic","demersal","marine",163.344,788.5,301.824,638.5,0.048684826,0.112918015,0.128796716,10.0217945,0.292902109,"M44005-79871","","ark:/87602/m4/M79871","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44005","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Osmeridae_Hypomesus_pretiosus_G01333","Osmeridae","pretiosus",475
"218","Hypomesus","pretiosus",1,50,1637,27.39,1.47,5.15,20.97,1.87,18.85,0.0167,83.9766,0.0031,0.0128,107.3322,0.0115,879.094,-83.6302,873.285,-103.778,861.047,-79.6747,855.609,-97.7215,864.844,-91.071,864.557,-93.5975,865.189,-88.4871,"","","demersal","benthopelagic","demersal","marine",163.344,788.5,301.824,638.5,0.031524459,0.128370237,0.115390288,10.0217945,0.188013209,"M44005-79871","","ark:/87602/m4/M79871","http://www.morphosource.org/Detail/MediaDetail/Show/media_id/44005","Morphosource","University of Washington, Burke Museum of Natural History and Culture, Seattle, Washington, USA","Osmeridae_Hypomesus_pretiosus_G01333","Osmeridae","pretiosus",475
